match_date,home,away,score,selection,p_raw,p_calibrated,market_odds,closing_odds,edge_pct,stake,won,pnl,bankroll_after,clv_pct
2024-09-28,Samsunspor,Goztep,4-3,Under 2.5,0.616815248866265,0.6652388157143656,1.67,1.67,11.094882224299042,318.0310825545213,False,-318.0310825545213,10283.005002596188,0.0
2024-09-30,Kayserispor,Besiktas,0-3,Under 2.5,0.45613893073808287,0.45013198477669747,2.35,2.66,5.78101642252391,88.0684752487468,False,-88.0684752487468,10194.936527347441,-11.654135338345862
2024-10-04,Rizespor,Antalyaspor,2-1,Under 2.5,0.5120984570277965,0.5262220199543095,2.08,2.09,9.454180150496372,178.490308430405,False,-178.490308430405,10016.446218917037,-0.4784688995215225
2024-10-05,Goztep,Sivasspor,3-2,Over 2.5,0.5505065411657066,0.5644191211201536,1.95,2.03,10.061728618429955,212.1742391070357,True,201.5655271516839,10218.011746068722,-3.9408866995073843
2024-10-05,Hatayspor,Trabzonspor,1-1,Over 2.5,0.5272435878268136,0.5344865261615859,2.08,2.0,11.173197441609872,211.42196796206397,False,-211.42196796206397,10006.589778106658,4.0000000000000036
2024-10-19,Antalyaspor,Galatasaray,0-3,Under 2.5,0.43814330435250404,0.41583336169697027,2.7,2.52,12.275007658181991,144.50701901005263,False,-144.50701901005263,9862.082759096606,7.14285714285714
2024-10-20,Besiktas,Konyaspor,2-0,Under 2.5,0.5215581451325004,0.5158561270216603,2.1,2.04,8.329786674548668,149.36190100003463,True,164.29809110003814,10026.380850196643,2.941176470588247
2024-10-20,Alanyaspor,Kasimpasa,1-2,Over 2.5,0.6038169425452433,0.6336336461307446,1.75,2.06,10.88588807288029,291.0561592301629,True,218.2921194226222,10244.672969619265,-15.048543689320393
2024-10-20,Samsunspor,Fenerbahce,2-2,Over 2.5,0.5126096840230459,0.5252767512276116,2.0,2.01,5.055350245522328,103.58082002452143,True,103.58082002452143,10348.253789643786,-0.4975124378109319
2024-10-26,Kasimpasa,Samsunspor,1-4,Over 2.5,0.5185238818988006,0.5330366084828033,2.03,1.93,8.206431522009062,164.8975458195777,True,169.84447219416498,10518.098261837951,5.181347150259064
2024-11-03,Trabzonspor,Fenerbahce,2-3,Over 2.5,0.600576790363174,0.6503034424100819,1.7,1.79,10.55158520971391,315.54294785513855,True,220.880063498597,10738.978325336548,-5.027932960893855
