match_date,home_team,away_team,home_goals,away_goals,y,p_dc,p_lgbm,p_ensemble
2025-01-25,Alanyaspor,Buyuksehyr,5,4,1,0.4752057635441166,0.6472282522152223,0.5268125101454483
2025-01-25,Galatasaray,Konyaspor,1,0,0,0.623651005561498,0.6201731829324516,0.6226076587727841
2025-01-25,Sivasspor,Kayserispor,5,2,1,0.5158380015852949,0.34587829754082566,0.4648500903719541
2025-01-26,Rizespor,Ad. Demirspor,3,2,1,0.5697604050585949,0.2758465032719266,0.4815862345225944
2025-01-26,Antalyaspor,Besiktas,1,1,0,0.46531070884800324,0.3235738289525467,0.42278964487936627
2025-01-26,Bodrumspor,Eyupspor,0,1,0,0.2885383409781612,0.674014287159647,0.40418112483260693
2025-01-26,Fenerbahce,Goztep,3,2,1,0.7878115659355885,0.7394798300348473,0.7733120451653662
2025-01-27,Kasimpasa,Hatayspor,5,4,1,0.5655153046598356,0.3708906020343635,0.5071278938721939
2025-01-31,Eyupspor,Sivasspor,1,0,0,0.46055238613946614,0.3638442571945833,0.4315399474560013
2025-01-31,Konyaspor,Bodrumspor,3,1,1,0.3080937098340508,0.33967672955011396,0.3175686157488698
2025-02-01,Kayserispor,Trabzonspor,0,0,0,0.6004531825940037,0.3791927990805099,0.5340750675399555
2025-02-01,Buyuksehyr,Samsunspor,4,0,1,0.45539290155013173,0.3655601271563459,0.428443069231996
2025-02-01,Hatayspor,Antalyaspor,2,3,1,0.42503056068278794,0.29256194811281994,0.38528997691179756
2025-02-02,Goztep,Alanyaspor,0,1,0,0.6298862376350924,0.47996044848155045,0.5849085008890298
2025-02-02,Fenerbahce,Rizespor,3,2,1,0.7070916548719403,0.8338200809559124,0.7451101826971318
2025-02-02,Ad. Demirspor,Kasimpasa,3,5,1,0.6589728490622102,0.4898679436290275,0.6082413774322555
2025-02-03,Gaziantep,Galatasaray,0,1,0,0.6339243298014002,0.6584462904722541,0.6412809180026564
2025-02-07,Samsunspor,Hatayspor,2,0,0,0.4870542662989183,0.6708360565962809,0.542188803388127
2025-02-08,Kayserispor,Konyaspor,3,2,1,0.4847095643302147,0.2358624592261654,0.4100554327989999
2025-02-08,Sivasspor,Besiktas,0,2,0,0.4614476436343067,0.5544735094978954,0.4893554033933833
2025-02-09,Alanyaspor,Fenerbahce,0,2,0,0.6277995523902292,0.5958791875243011,0.6182234429304508
2025-02-09,Antalyaspor,Buyuksehyr,0,0,0,0.5046762119606206,0.33140603466965995,0.4526951587733324
2025-02-09,Kasimpasa,Rizespor,3,2,1,0.6570639839178797,0.5761943593203858,0.6328030965386315
2025-02-09,Galatasaray,Ad. Demirspor,3,0,1,0.7728957862421008,0.8963976415133956,0.8099463428234892
2025-02-10,Bodrumspor,Goztep,0,0,0,0.3766962650769384,0.7028934747221984,0.4745554279705164
2025-02-10,Trabzonspor,Eyupspor,1,0,0,0.4660975571116859,0.7099026954984506,0.5392390986277154
2025-02-14,Ad. Demirspor,Antalyaspor,1,1,0,0.5868360079729583,0.2953551096011444,0.49939173846141416
2025-02-15,Gaziantep,Sivasspor,2,1,1,0.479034297719681,0.1805714897979432,0.38949545534315966
2025-02-15,Buyuksehyr,Bodrumspor,0,1,0,0.3822488813901563,0.8059246067035494,0.5093515989841743
2025-02-15,Besiktas,Trabzonspor,2,1,1,0.5277349413597482,0.5786784110853093,0.5430179822774166
2025-02-16,Hatayspor,Alanyaspor,1,0,0,0.4986445167867798,0.3280559596372277,0.44746794964191416
2025-02-16,Eyupspor,Kayserispor,1,1,0,0.5511380973543965,0.5196077935771082,0.54167900622121
2025-02-16,Konyaspor,Samsunspor,0,1,0,0.4139146279947796,0.45848908294221247,0.4272869644790095
2025-02-16,Fenerbahce,Kasimpasa,3,1,1,0.8237729685102181,0.8721041255513861,0.8382723156225684
2025-02-17,Rizespor,Galatasaray,1,2,1,0.5924442167904365,0.43462084890733826,0.5450972064255071
2025-02-21,Bodrumspor,Hatayspor,1,0,0,0.27996329743528564,0.23376099618114246,0.2661026070590427
2025-02-21,Eyupspor,Besiktas,1,3,1,0.4015650526064985,0.422152709307292,0.4077413496167365
2025-02-22,Sivasspor,Konyaspor,1,1,0,0.46520328305571784,0.36463348828467823,0.435032344624406
2025-02-22,Antalyaspor,Kasimpasa,2,1,1,0.6407219876983765,0.5372712361719144,0.6096867622404378
2025-02-22,Samsunspor,Rizespor,2,3,1,0.46940080945839957,0.6541626572368116,0.5248293637919232
2025-02-23,Kayserispor,Goztep,1,0,0,0.6055386581168323,0.7698262529598022,0.6548249365697232
2025-02-23,Alanyaspor,Ad. Demirspor,3,2,1,0.6233003140885937,0.7253639238670792,0.6539193970221393
2025-02-23,Trabzonspor,Gaziantep,3,2,1,0.5957294897882252,0.8272277227858904,0.6651789596875247
2025-02-24,Galatasaray,Fenerbahce,0,0,0,0.6223655903200901,0.778148390801634,0.6691004304645533
2025-03-01,Ad. Demirspor,Bodrumspor,0,0,0,0.38832558800746725,0.5189808279353897,0.427522159985844
2025-03-01,Besiktas,Kayserispor,2,0,0,0.5495074769181147,0.8200358009366124,0.6306659741236641
2025-03-02,Rizespor,Alanyaspor,3,1,1,0.5077582209400818,0.44122045772447016,0.48779689197539833
2025-03-02,Kasimpasa,Galatasaray,3,3,1,0.7182057804746617,0.5731151123148839,0.6746785800267283
2025-03-02,Fenerbahce,Antalyaspor,3,0,1,0.724093843733663,0.8567844093896658,0.7639010134304639
2025-03-03,Gaziantep,Eyupspor,3,1,1,0.42073330737022424,0.25415544648455307,0.3707599491045229
2025-03-03,Konyaspor,Trabzonspor,1,0,0,0.5286135059400849,0.5497389034967008,0.5349511252070698
2025-03-03,Buyuksehyr,Sivasspor,1,0,0,0.5421471915883649,0.6461311299602135,0.5733423730999194
2025-03-03,Goztep,Samsunspor,2,2,1,0.5327397818326941,0.42549503245177817,0.5005663570184193
2025-03-07,Bodrumspor,Kasimpasa,1,0,0,0.4212081306318893,0.38603289297044274,0.4106555593334553
2025-03-08,Kayserispor,Buyuksehyr,3,1,1,0.5358354378685263,0.6125340020395807,0.5588450071198426
2025-03-08,Antalyaspor,Rizespor,2,1,1,0.4949366386085507,0.7030910140121589,0.5573829512296331
2025-03-08,Trabzonspor,Hatayspor,1,2,1,0.6352405776282843,0.6383643027397524,0.6361776951617247
2025-03-09,Sivasspor,Goztep,3,1,1,0.57526960801754,0.7597021095877814,0.6305993584886125
2025-03-09,Eyupspor,Konyaspor,2,1,1,0.4498765702190021,0.3241630340484761,0.4121625093678443
2025-03-09,Samsunspor,Ad. Demirspor,3,2,1,0.5645183349197418,0.5245986598872536,0.5525424324099953
2025-03-09,Alanyaspor,Galatasaray,1,2,1,0.5805788746484744,0.7876825283321203,0.6427099707535682
2025-03-10,Besiktas,Gaziantep,1,2,1,0.4948207111877992,0.8833847302381959,0.6113899169029182
2025-03-14,Galatasaray,Antalyaspor,4,0,1,0.6820354781830061,0.7351142675073679,0.6979591149803146
2025-03-15,Gaziantep,Kayserispor,1,0,0,0.5108958720583489,0.38362957437822964,0.4727159827543131
2025-03-15,Kasimpasa,Alanyaspor,2,1,1,0.6615427835158485,0.47763821261328937,0.6063714122450807
2025-03-15,Buyuksehyr,Trabzonspor,0,3,1,0.5701877546080522,0.6526303946939555,0.5949205466338231
2025-03-15,Konyaspor,Besiktas,1,0,0,0.43174775541605387,0.6321834713084292,0.4918784701837665
2025-03-16,Rizespor,Bodrumspor,0,2,0,0.2528077796040452,0.6428939807618858,0.3698336399513974
2025-03-16,Goztep,Eyupspor,1,1,0,0.5245051059912038,0.532202287926973,0.5268142605719346
2025-03-16,Hatayspor,Sivasspor,3,2,1,0.4597662439517023,0.5724981614010181,0.493585819186497
2025-03-16,Fenerbahce,Samsunspor,0,0,0,0.621230142477651,0.724577248136629,0.6522342741753444
2025-03-28,Antalyaspor,Alanyaspor,2,1,1,0.4907851539219767,0.6934840463726044,0.551594821657165
2025-03-28,Kayserispor,Hatayspor,5,0,1,0.4978777434327757,0.6604013692167454,0.5466348311679666
2025-03-28,Bodrumspor,Fenerbahce,2,4,1,0.3250994500532317,0.28591035500423484,0.31334272153853265
2025-03-28,Konyaspor,Gaziantep,1,0,0,0.46685524247323573,0.7114942899323167,0.54024695671096
2025-03-29,Sivasspor,Ad. Demirspor,5,1,1,0.5904397095053688,0.5850533894798188,0.5888238134977039
2025-03-29,Samsunspor,Kasimpasa,0,2,0,0.6400943387444261,0.7443327811962924,0.671365871479986
2025-03-29,Trabzonspor,Goztep,1,1,0,0.6461543152814603,0.5637308508843494,0.6214272759623269
2025-03-29,Besiktas,Galatasaray,2,1,1,0.4949746750817843,0.8382783643145003,0.5979657818515991
2025-03-31,Eyupspor,Buyuksehyr,1,3,1,0.4611351661482701,0.5314273851898118,0.48222283186073256
2025-04-04,Ad. Demirspor,Kayserispor,0,2,0,0.6092956593640049,0.5154297742722245,0.5811358938364708
2025-04-05,Rizespor,Sivasspor,1,1,0,0.5278373002646706,0.7201267111470944,0.5855241235293978
2025-04-05,Buyuksehyr,Konyaspor,1,0,0,0.4731944695076668,0.6109941954286796,0.5145343872839706
2025-04-05,Antalyaspor,Samsunspor,2,1,1,0.45018679811770784,0.28752163300808403,0.4013872485848207
2025-04-06,Alanyaspor,Bodrumspor,0,1,0,0.24607815639204955,0.32437493410642043,0.2695671897063608
2025-04-06,Hatayspor,Eyupspor,0,1,0,0.4491783421182199,0.44019845605199204,0.4464843762983515
2025-04-06,Fenerbahce,Trabzonspor,4,1,1,0.6779703621315257,0.6972286879320372,0.6837478598716792
2025-04-07,Goztep,Gaziantep,1,1,0,0.5921238460420463,0.6936980200994642,0.6225960982592716
2025-04-07,Kasimpasa,Besiktas,1,1,0,0.6120405000149731,0.718015239780683,0.6438329219446861
2025-04-11,Samsunspor,Galatasaray,0,2,0,0.521537071992728,0.8374454184373041,0.6163095759261008
2025-04-12,Konyaspor,Goztep,1,0,0,0.5275477207613898,0.7550086336266916,0.5957859946209803
2025-04-12,Besiktas,Buyuksehyr,0,2,0,0.464199927147808,0.7710519448999893,0.5562555324734624
2025-04-12,Bodrumspor,Antalyaspor,0,0,0,0.20442485175203562,0.2250445208785618,0.21061075248999347
2025-04-13,Kayserispor,Kasimpasa,1,0,0,0.6653597517923049,0.3470346952420361,0.5698622348272242
2025-04-13,Gaziantep,Hatayspor,2,1,1,0.4974568915926218,0.5029033372634376,0.49909082529386656
2025-04-13,Trabzonspor,Rizespor,2,0,0,0.6357649016243363,0.5711666998337845,0.6163854410871707
2025-04-13,Sivasspor,Fenerbahce,1,3,1,0.6035714703210854,0.5732468559637961,0.5944740860138986
2025-04-14,Eyupspor,Ad. Demirspor,6,0,1,0.6077139922120564,0.6044909992683891,0.6067470943289561
2025-04-18,Galatasaray,Bodrumspor,2,0,0,0.39252824988496554,0.539004317974736,0.4364710703118967
2025-04-18,Hatayspor,Konyaspor,2,3,1,0.42967716431333136,0.4394829550993432,0.4326189015491349
2025-04-19,Kasimpasa,Sivasspor,3,1,1,0.6560619567743561,0.787653632243205,0.6955394594150107
2025-04-19,Ad. Demirspor,Trabzonspor,0,1,0,0.653336540267741,0.3264044456808433,0.5552569118916717
2025-04-19,Goztep,Besiktas,1,1,0,0.5279581220364065,0.7226431459485175,0.5863636292100398
2025-04-20,Buyuksehyr,Gaziantep,2,1,1,0.5233769693164958,0.40786791525927746,0.4887242530993303
2025-04-20,Rizespor,Eyupspor,1,0,0,0.4910248182976964,0.5384080814566126,0.5052397972453713
2025-04-20,Fenerbahce,Kayserispor,3,3,1,0.7428150523821329,0.83130023180078,0.769360606207727
2025-04-21,Alanyaspor,Samsunspor,1,0,0,0.48273822341440453,0.45473549296800075,0.47433740428048343
2025-04-25,Besiktas,Hatayspor,5,1,1,0.521480183476831,0.5694796301603144,0.5358800174818761
2025-04-26,Sivasspor,Antalyaspor,2,0,0,0.478455250346674,0.5082014366883303,0.4873791062491709
2025-04-26,Bodrumspor,Samsunspor,1,2,1,0.2026419265792953,0.4278533836864298,0.27020536371143566
2025-04-26,Gaziantep,Fenerbahce,1,3,1,0.6093158222153926,0.43095907395618466,0.5558087977376303
2025-04-27,Konyaspor,Ad. Demirspor,3,1,1,0.5652324311607497,0.8361623202664273,0.646511397892453
2025-04-27,Trabzonspor,Alanyaspor,4,3,1,0.6035754108073579,0.7541752796808575,0.6487553714694078
2025-04-27,Eyupspor,Galatasaray,1,5,1,0.49139696762222695,0.6247369944329257,0.5313989756654366
2025-04-27,Kayserispor,Rizespor,1,0,0,0.5457863694662882,0.3100042531681108,0.475051734576835
2025-04-28,Goztep,Buyuksehyr,4,1,1,0.5647322241161307,0.7299432045309668,0.6142955182405816
2025-05-02,Antalyaspor,Konyaspor,1,0,0,0.43707140843572406,0.2635858167049116,0.3850257309164803
2025-05-03,Alanyaspor,Kayserispor,1,1,0,0.5413554115397973,0.6508784253809432,0.574212315692141
2025-05-03,Rizespor,Gaziantep,2,0,0,0.49172120832814986,0.6069734115119676,0.5262968692832952
2025-05-03,Galatasaray,Sivasspor,4,1,1,0.6944890825080974,0.7362115128697889,0.7070058116166048
2025-05-03,Hatayspor,Buyuksehyr,2,4,1,0.5235456472634245,0.2822737271738803,0.45116407123656116
2025-05-04,Samsunspor,Eyupspor,3,0,1,0.43693244052873614,0.5393695391815984,0.4676635701245948
2025-05-04,Ad. Demirspor,Goztep,1,2,1,0.6363416345084546,0.532299485521834,0.6051289898124684
2025-05-04,Fenerbahce,Besiktas,0,1,0,0.604133415262592,0.4118092514763391,0.5464361661267161
2025-05-05,Kasimpasa,Trabzonspor,1,1,0,0.6892095592925948,0.5872310828313771,0.6586160163542294
2025-05-09,Buyuksehyr,Fenerbahce,1,4,1,0.596580877013788,0.3910278822767228,0.5349149785926685
2025-05-09,Gaziantep,Alanyaspor,0,1,0,0.5127997849458049,0.41030437638731976,0.4820511623782594
2025-05-10,Eyupspor,Kasimpasa,0,3,1,0.6521480779416154,0.5419336037023549,0.6190837356698373
2025-05-10,Konyaspor,Rizespor,2,1,1,0.4585272519682475,0.37567297212906425,0.4336709680164925
2025-05-10,Trabzonspor,Galatasaray,0,2,0,0.6005978410011906,0.392170340389458,0.5380695908176708
2025-05-11,Sivasspor,Bodrumspor,0,0,0,0.27413058417544117,0.22260978507196405,0.2586743444443981
2025-05-11,Besiktas,Ad. Demirspor,4,1,1,0.6405659148560706,0.9078771722903625,0.7207592920863581
2025-05-11,Goztep,Hatayspor,1,1,0,0.6201004939872597,0.6664940835617706,0.634018570859613
2025-05-12,Kayserispor,Antalyaspor,3,1,1,0.48402980418300123,0.2126089519828039,0.402603548522942
2025-05-17,Ad. Demirspor,Hatayspor,0,5,1,0.6106988167515596,0.6234503479404383,0.6145242761082232
2025-05-18,Antalyaspor,Gaziantep,0,0,0,0.4573223579241226,0.657795535983518,0.5174643113419413
2025-05-18,Samsunspor,Sivasspor,1,0,0,0.4752147017126284,0.4686449356029575,0.47324377187972716
2025-05-18,Galatasaray,Kayserispor,3,0,1,0.6976761594519376,0.8598741455729942,0.7463355552882546
2025-05-18,Fenerbahce,Eyupspor,2,1,1,0.6498515100292421,0.6813511747054545,0.6593014094321059
2025-05-18,Rizespor,Goztep,6,3,1,0.5363049760854353,0.5340216129169952,0.5356199671349032
2025-05-18,Kasimpasa,Buyuksehyr,2,3,1,0.6320048902151254,0.6088741263899653,0.6250656610675773
2025-05-18,Bodrumspor,Trabzonspor,1,1,0,0.2998371689930334,0.46627365784782415,0.34976811564947063
2025-05-18,Alanyaspor,Besiktas,1,1,0,0.48277025965970183,0.6198115820074787,0.5238826563640349
2025-05-24,Eyupspor,Antalyaspor,2,1,1,0.5048243173165201,0.635921495312661,0.5441534707153624
2025-05-24,Gaziantep,Kasimpasa,2,2,1,0.6255844748353006,0.4830586563621115,0.5828267292933438
2025-05-24,Goztep,Galatasaray,0,2,0,0.5932564880724107,0.6440535459247185,0.6084956054281031
2025-05-25,Besiktas,Rizespor,1,2,1,0.5192328026168709,0.6510824069205366,0.5587876839079706
2025-05-25,Buyuksehyr,Ad. Demirspor,2,3,1,0.6598328396295836,0.8374721216023309,0.7131246242214078
2025-05-25,Kayserispor,Bodrumspor,1,1,0,0.2701908862710687,0.3329083146963588,0.28900611479865573
2025-05-25,Konyaspor,Alanyaspor,1,2,1,0.4702042287933381,0.7547314833347258,0.5555624051557544
2025-05-25,Trabzonspor,Samsunspor,2,2,1,0.5197835821482447,0.24051109886201602,0.4360018371623761
2025-05-26,Hatayspor,Fenerbahce,4,2,1,0.6974864714780727,0.5236220733134286,0.6453271520286795
2025-05-30,Galatasaray,Buyuksehyr,2,0,0,0.6117254362057242,0.7208512243164463,0.6444631726389408
2025-05-30,Kasimpasa,Goztep,1,2,1,0.6722953576405255,0.3367831650859953,0.5716416998741665
2025-05-30,Antalyaspor,Trabzonspor,0,2,0,0.5245020267213458,0.3164684458189512,0.46209195245062745
2025-05-31,Fenerbahce,Konyaspor,2,1,1,0.6448801800902351,0.6527146915716607,0.6472305335346628
2025-05-31,Rizespor,Hatayspor,5,2,1,0.5315190754904542,0.47274333055259443,0.5138863520090963
2025-05-31,Ad. Demirspor,Gaziantep,2,2,1,0.5818257912898255,0.5758516950829968,0.5800335624277768
2025-05-31,Alanyaspor,Sivasspor,2,0,0,0.5425661137906016,0.44547210651246244,0.5134379116071599
2025-06-01,Bodrumspor,Besiktas,0,4,1,0.23414295348763994,0.386169565651927,0.27975093713692606
2025-06-01,Samsunspor,Kayserispor,2,1,1,0.4747665286297034,0.5919944268207474,0.5099348980870166
2025-08-08,Gaziantep,Galatasaray,0,3,1,0.5796896052156542,0.7360304140749713,0.6265918478734493
2025-08-09,Samsunspor,Genclerbirligi,2,1,1,,,
2025-08-09,Antalyaspor,Kasimpasa,2,1,1,0.5965431116038726,0.524558446226383,0.5749477119906258
2025-08-10,Rizespor,Goztep,0,3,1,0.5363049760854353,0.44532597935162255,0.5090112770652915
2025-08-10,Eyupspor,Konyaspor,1,4,1,0.4617501147711084,0.45325072077972284,0.45920029657369277
2025-08-11,Trabzonspor,Kocaelispor,1,0,0,,,
2025-08-15,Galatasaray,Karagumruk,3,0,1,0.6802629901864409,0.8520529564705764,0.7317999800716816
2025-08-16,Kocaelispor,Samsunspor,0,1,0,0.03062253174762178,0.5514207170173463,0.18686198732853915
2025-08-16,Alanyaspor,Rizespor,0,0,0,0.5609066886591372,0.8063309432765138,0.6345339650443502
2025-08-16,Goztep,Fenerbahce,0,0,0,0.6701516053172598,0.5621628832329327,0.6377549886919617
2025-08-17,Genclerbirligi,Antalyaspor,0,1,0,0.5507349150564352,0.6342762947577728,0.5757973289668366
2025-08-17,Konyaspor,Gaziantep,3,0,1,0.4472192915094012,0.7498940432148891,0.5380217170210476
2025-08-17,Besiktas,Eyupspor,2,1,1,0.5127331335760931,0.6940986592342984,0.5671427912735547
2025-08-17,Buyuksehyr,Kayserispor,1,1,0,0.5698771733981972,0.7836764139668777,0.6340169455688014
2025-08-18,Kasimpasa,Trabzonspor,0,1,0,0.6757458900951211,0.6955206916163977,0.6816783305515042
2025-08-22,Karagumruk,Goztep,0,2,0,0.6027943128502189,0.6312592554502275,0.6113337956302215
2025-08-23,Fenerbahce,Kocaelispor,3,1,1,0.18080472582889096,0.6773522554506562,0.3297689847154206
2025-08-23,Gaziantep,Genclerbirligi,2,1,1,0.576273671472277,0.5071083421559494,0.5555240726773787
2025-08-24,Trabzonspor,Antalyaspor,1,0,0,0.5500204175215871,0.8738533272281938,0.6471702904335691
2025-08-24,Kayserispor,Galatasaray,0,4,1,0.5903849054092717,0.6676541574812485,0.6135656810308647
2025-08-25,Eyupspor,Alanyaspor,2,1,1,0.5241847087376523,0.678901980495441,0.5705998902649889
2025-08-29,Goztep,Konyaspor,1,1,0,0.5206686658404758,0.5378684129499096,0.525828589973306
2025-08-30,Kasimpasa,Gaziantep,2,3,1,0.6195042585470881,0.821219620348832,0.6800188670876113
2025-08-30,Kocaelispor,Kayserispor,1,1,0,0.029366321828381857,0.7569968701363786,0.24765548632078094
2025-08-30,Antalyaspor,Karagumruk,1,2,1,0.49782344776172405,0.5947181836681872,0.526891868533663
2025-08-30,Galatasaray,Rizespor,3,1,1,0.7122580668278914,0.9006352377559068,0.768771218106296
2025-08-31,Buyuksehyr,Eyupspor,0,0,0,0.5607523778552265,0.5893628692751955,0.5693355252812172
2025-08-31,Genclerbirligi,Fenerbahce,1,3,1,0.7548483675858908,0.7782513246865426,0.7618692547160864
2025-08-31,Alanyaspor,Besiktas,2,0,0,0.46555612209318004,0.7046005666295826,0.5372694554541009
2025-08-31,Trabzonspor,Samsunspor,1,1,0,0.49916225542977993,0.5300503319942425,0.5084286783991188
2025-09-13,Samsunspor,Antalyaspor,1,2,1,0.42961536488305885,0.7857113651837506,0.5364441649732663
2025-09-13,Karagumruk,Kasimpasa,0,1,0,0.6832626565956214,0.797329698999596,0.7174827693168138
2025-09-13,Konyaspor,Alanyaspor,1,2,1,0.46417704888889494,0.7367519291974076,0.5459495129814488
2025-09-13,Besiktas,Buyuksehyr,2,1,1,0.5077674325398271,0.703495713629621,0.5664859168667653
2025-09-13,Eyupspor,Galatasaray,0,2,0,0.5712598901023456,0.8711627111647134,0.6612307364210559
2025-09-14,Kayserispor,Goztep,1,1,0,0.5659533843964704,0.5512679063118776,0.5615477409710925
2025-09-14,Fenerbahce,Trabzonspor,1,0,0,0.6926673773096345,0.6254060707353568,0.6724889853373511
2025-09-14,Gaziantep,Kocaelispor,2,0,0,0.039510830234190275,0.5989016605706283,0.2073280793351217
2025-09-15,Rizespor,Genclerbirligi,1,0,0,0.6612900605350056,0.4618433345805994,0.6014560427486837
2025-09-17,Fenerbahce,Alanyaspor,2,2,1,0.6977473130274985,0.7559631744496563,0.7152120714541459
2025-09-17,Karagumruk,Buyuksehyr,0,2,0,0.5755861193206748,0.7732783556076113,0.6348937902067557
2025-09-17,Samsunspor,Kasimpasa,0,0,0,0.584935074948274,0.7037330347855926,0.6205744628994696
2025-09-19,Goztep,Besiktas,3,0,1,0.5153005304852529,0.5879449576256485,0.5370938586273716
2025-09-20,Trabzonspor,Gaziantep,1,1,0,0.5633386473544884,0.8970403583705241,0.6634491606592992
2025-09-20,Genclerbirligi,Eyupspor,1,0,0,0.6134989305718388,0.5084446736090562,0.5819826534830039
2025-09-20,Antalyaspor,Kayserispor,1,1,0,0.46454276971659614,0.5641276603948787,0.4944182369200809
2025-09-21,Kasimpasa,Fenerbahce,1,1,0,0.7538098436934607,0.7540129631214325,0.7538707795218522
2025-09-21,Samsunspor,Karagumruk,3,2,1,0.4985463270756218,0.6597973469956714,0.5469216330516367
2025-09-21,Buyuksehyr,Alanyaspor,1,1,0,0.5479703369168132,0.7489784532105526,0.608272771804935
2025-09-21,Kocaelispor,Rizespor,1,1,0,0.035010352633055616,0.6831466060706003,0.22945122866431905
2025-09-22,Galatasaray,Konyaspor,3,1,1,0.5881172251744312,0.8454166409801632,0.6653070499161509
2025-09-24,Kayserispor,Besiktas,0,4,1,0.48134651478611623,0.53965612396208,0.4988393975389054
2025-09-26,Alanyaspor,Galatasaray,0,1,0,0.5610573955235121,0.75118122717633,0.6180945450193575
2025-09-27,Eyupspor,Goztep,0,0,0,0.5726828390557752,0.7813704874309688,0.6352891335683333
2025-09-27,Gaziantep,Samsunspor,2,2,1,0.4158323789482527,0.4233686294105262,0.41809325408693476
2025-09-27,Karagumruk,Trabzonspor,3,4,1,0.591356579072658,0.5437138978949397,0.5770637747193426
2025-09-28,Rizespor,Kasimpasa,1,2,1,0.640419525785517,0.42114283217693954,0.5746365177029438
2025-09-28,Konyaspor,Buyuksehyr,2,1,1,0.47717054870829306,0.4667624603391084,0.47404812219753767
2025-09-28,Kayserispor,Genclerbirligi,1,1,0,0.3452341354627582,0.360070357423694,0.349685002051039
2025-09-28,Fenerbahce,Antalyaspor,2,0,0,0.6677409525124202,0.7443680683760523,0.6907290872715098
2025-09-29,Besiktas,Kocaelispor,3,1,1,0.34814176569634725,0.48748651033862406,0.3899451890890303
2025-10-03,Antalyaspor,Rizespor,2,5,1,0.48474643298628234,0.5462958430213084,0.5032112559967902
2025-10-03,Trabzonspor,Kayserispor,4,0,1,0.5847216931610209,0.7934490378912628,0.6473398965800934
2025-10-04,Genclerbirligi,Alanyaspor,2,2,1,0.30211270131145135,0.43371022703798695,0.3415919590294121
2025-10-04,Kocaelispor,Eyupspor,1,0,0,0.22226130670355734,0.5111008193376173,0.3089131604937754
2025-10-04,Galatasaray,Besiktas,1,1,0,0.5416070404340508,0.5119056572337071,0.5326966254739477
2025-10-05,Karagumruk,Gaziantep,0,2,0,0.5662290997482323,0.4383978648174418,0.5278797292689952
2025-10-05,Goztep,Buyuksehyr,1,0,0,0.5142178163865085,0.49386562216223723,0.5081121581192272
2025-10-05,Kasimpasa,Konyaspor,1,1,0,0.5712880204631897,0.4751780814650453,0.5424550387637463
2025-10-05,Samsunspor,Fenerbahce,0,0,0,0.5647194684292977,0.4765001606001113,0.5382536760805418
2025-10-18,Besiktas,Genclerbirligi,1,2,1,0.4045341828901949,0.45454348949738177,0.419536974872351
2025-10-18,Konyaspor,Kocaelispor,2,3,1,0.2803210844663579,0.2858910030070038,0.2819920600285517
2025-10-18,Buyuksehyr,Galatasaray,1,2,1,0.5367959882764674,0.6382589538675165,0.5672348779537821
2025-10-18,Rizespor,Trabzonspor,1,2,1,0.5629558447048767,0.4868837655925744,0.540134220971186
2025-10-19,Gaziantep,Antalyaspor,3,2,1,0.453283581172422,0.5885703012209181,0.4938695971869709
2025-10-19,Fenerbahce,Karagumruk,2,1,1,0.7578663256772067,0.8689088829914181,0.7911790928714701
2025-10-19,Kayserispor,Samsunspor,1,3,1,0.4735798879156802,0.5477307124641272,0.49582513528021427
2025-10-19,Alanyaspor,Goztep,1,0,0,0.4811404339649539,0.4915984003876705,0.4842778238917689
2025-10-20,Eyupspor,Kasimpasa,2,0,0,0.5685470723095696,0.6115905369792417,0.5814601117104712
2025-10-22,Konyaspor,Besiktas,0,2,0,0.44965922483258985,0.3722269922823262,0.42642955506751073
2025-10-22,Rizespor,Buyuksehyr,0,0,0,0.5473614634039038,0.3723307661774615,0.4948522542359711
2025-10-24,Karagumruk,Kayserispor,2,2,1,0.5843277645417226,0.6106017239862578,0.5922099523750832
2025-10-25,Kocaelispor,Alanyaspor,2,0,0,0.23832462090779452,0.4481840172531263,0.301282439811394
2025-10-25,Trabzonspor,Eyupspor,2,0,0,0.5105589881239153,0.7740424027049426,0.5896040124982236
2025-10-26,Galatasaray,Goztep,3,1,1,0.5858317344418456,0.879558891632996,0.6739498815991907
2025-10-26,Antalyaspor,Buyuksehyr,0,4,1,0.4588290604034848,0.46555013664030787,0.46084538327453173
2025-10-26,Kasimpasa,Besiktas,1,1,0,0.5827480102558681,0.3740279273695053,0.5201319853899593
2025-10-26,Genclerbirligi,Konyaspor,1,2,1,0.29180845009988227,0.38490708010832553,0.3197380391024153
2025-10-27,Gaziantep,Fenerbahce,0,4,1,0.636920593771215,0.5490518295894219,0.610559964516677
2025-10-27,Samsunspor,Rizespor,1,1,0,0.5138965101153108,0.6085534699701979,0.5422935980717769
2025-10-31,Buyuksehyr,Kocaelispor,1,0,0,0.3353769148888595,0.6197533905306872,0.42068985758140787
2025-11-01,Goztep,Genclerbirligi,1,0,0,0.3963431472164335,0.5833559941372983,0.45244700129269294
2025-11-01,Galatasaray,Trabzonspor,0,0,0,0.598699959323819,0.4198328971989164,0.5450398406863483
2025-11-02,Konyaspor,Samsunspor,1,3,1,0.429625490832886,0.47626133037388085,0.44361624269518446
2025-11-02,Kayserispor,Kasimpasa,3,2,1,0.6158118729500284,0.7406449150911254,0.6532617855923575
2025-11-02,Besiktas,Fenerbahce,2,3,1,0.5709225028486246,0.54450552287914,0.5629974088577792
